!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='8.5' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R00120	-115.7	8.4	8.5	0.1	298.15	
R00122	-32.7	0.6	8.5	0.1	298.15	
R00123	-53.9	7.6	8.5	0.1	298.15	
R00125	-50.7	18.3	8.5	0.1	298.15	
R00126	16.8	18.3	8.5	0.1	298.15	
R00127	-1.2	0.3	8.5	0.1	298.15	
R00128	-40.0	5.8	8.5	0.1	298.15	
R00129	-62.7	13.5	8.5	0.1	298.15	
R00130	-5.1	5.8	8.5	0.1	298.15	
R00131	-14.5	9.0	8.5	0.1	298.15	
R00132	11.8	8.4	8.5	0.1	298.15	
R00134	-13.1	6.5	8.5	0.1	298.15	
R00137	2.4	5.8	8.5	0.1	298.15	
R00138	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00139	2.7	2.5	8.5	0.1	298.15	
R00140	-1.5	2.5	8.5	0.1	298.15	
R00141	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00143	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00145	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00146	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00148	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00149	-30.6	7.9	8.5	0.1	298.15	
R00150	3.3	7.8	8.5	0.1	298.15	
R00152	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00153	-99.8	7.2	8.5	0.1	298.15	
R00155	-29.4	6.3	8.5	0.1	298.15	
R00156	-2.7	2.5	8.5	0.1	298.15	
R00157	1.5	2.5	8.5	0.1	298.15	
R00158	-4.5	6.3	8.5	0.1	298.15	
R00159	-31.2	2.5	8.5	0.1	298.15	
R00160	-31.3	9.4	8.5	0.1	298.15	
R00161	-18.7	9.4	8.5	0.1	298.15	
R00162	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00164	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00165	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00166	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00167	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00168	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00169	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00170	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00172	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00173	-10.4	8.0	8.5	0.1	298.15	
R00174	-23.5	8.0	8.5	0.1	298.15	
R00175	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00177	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00178	-13.5	6.1	8.5	0.1	298.15	
R00179	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00180	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00181	-23.9	3.8	8.5	0.1	298.15	
R00182	-17.6	3.0	8.5	0.1	298.15	
R00183	-13.7	2.8	8.5	0.1	298.15	
R00184	-49.5	18.3	8.5	0.1	298.15	
R00185	-20.2	2.8	8.5	0.1	298.15	
R00187	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00188	-10.0	6.0	8.5	0.1	298.15	
R00189	-30.9	12.9	8.5	0.1	298.15	
R00190	24.0	2.6	8.5	0.1	298.15	
R00191	-49.9	2.2	8.5	0.1	298.15	
R00192	34.6	5.8	8.5	0.1	298.15	
R00193	-16.1	9.5	8.5	0.1	298.15	
R00194	-14.8	8.8	8.5	0.1	298.15	
R00195	0.9	7.1	8.5	0.1	298.15	
R00196	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00197	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00198	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00199	-13.1	1.0	8.5	0.1	298.15	
R00200	19.6	0.8	8.5	0.1	298.15	
R00203	-46.2	4.1	8.5	0.1	298.15	
R00205	-45.2	4.1	8.5	0.1	298.15	
R00206	3.5	1.0	8.5	0.1	298.15	
R00207	-150.9	10.4	8.5	0.1	298.15	
R00208	-53.4	1.1	8.5	0.1	298.15	
R00209	-34.7	6.4	8.5	0.1	298.15	
R00210	-33.7	6.4	8.5	0.1	298.15	
R00211	-159.6	10.3	8.5	0.1	298.15	
R00212	20.6	3.0	8.5	0.1	298.15	
R00213	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00214	13.0	6.2	8.5	0.1	298.15	
R00215	22.2	10.3	8.5	0.1	298.15	
R00216	14.0	6.2	8.5	0.1	298.15	
R00217	-8.8	6.2	8.5	0.1	298.15	
R00218	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00219	14.5	8.5	8.5	0.1	298.15	
R00220	-28.4	1.8	8.5	0.1	298.15	
R00221	-27.5	5.8	8.5	0.1	298.15	
R00223	-28.7	3.5	8.5	0.1	298.15	
R00224	-9.8	6.5	8.5	0.1	298.15	
R00226	23.7	7.4	8.5	0.1	298.15	
R00227	-39.1	1.0	8.5	0.1	298.15	
R00228	-25.0	2.4	8.5	0.1	298.15	
R00229	5.2	0.8	8.5	0.1	298.15	
R00230	8.7	1.2	8.5	0.1	298.15	
R00233	-9.2	6.3	8.5	0.1	298.15	
R00234	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00235	-10.9	0.8	8.5	0.1	298.15	
R00236	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00237	9.2	15.3	8.5	0.1	298.15	
R00238	25.5	1.7	8.5	0.1	298.15	
R00239	26.7	4.5	8.5	0.1	298.15	
R00241	18.0	4.5	8.5	0.1	298.15	
R00243	29.0	0.6	8.5	0.1	298.15	
R00245	-60.6	3.9	8.5	0.1	298.15	
R00248	30.0	0.7	8.5	0.1	298.15	
R00250	-95.8	8.3	8.5	0.1	298.15	
R00251	-15.0	6.2	8.5	0.1	298.15	
R00253	-21.4	1.6	8.5	0.1	298.15	
R00254	39.3	9.5	8.5	0.1	298.15	
R00256	-12.5	1.7	8.5	0.1	298.15	
R00257	-43.4	13.1	8.5	0.1	298.15	
R00258	-0.4	1.1	8.5	0.1	298.15	
R00259	-36.3	6.4	8.5	0.1	298.15	
R00260	0.6	4.3	8.5	0.1	298.15	
R00261	-15.9	6.9	8.5	0.1	298.15	
R00262	-7.6	4.7	8.5	0.1	298.15	
R00263	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00264	-52.4	4.0	8.5	0.1	298.15	
R00265	-25.7	7.7	8.5	0.1	298.15	
R00267	6.4	6.3	8.5	0.1	298.15	
R00268	-6.9	7.7	8.5	0.1	298.15	
R00269	-0.6	4.7	8.5	0.1	298.15	
R00270	42.2	6.4	8.5	0.1	298.15	
R00271	-37.6	5.4	8.5	0.1	298.15	
R00272	-10.3	6.7	8.5	0.1	298.15	
R00273	-147.9	15.4	8.5	0.1	298.15	
R00274	-308.7	6.6	8.5	0.1	298.15	
R00275	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00276	177.8	11.7	8.5	0.1	298.15	
R00277	-98.0	9.0	8.5	0.1	298.15	
R00278	-115.9	8.4	8.5	0.1	298.15	
R00279	-96.5	9.3	8.5	0.1	298.15	
R00280	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00281	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00282	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00283	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00284	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00286	-39.0	4.3	8.5	0.1	298.15	
R00287	-46.4	7.5	8.5	0.1	298.15	
R00289	2.4	1.1	8.5	0.1	298.15	
R00291	2.9	1.6	8.5	0.1	298.15	
R00293	-56.2	10.7	8.5	0.1	298.15	
R00294	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00295	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00296	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00297	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00298	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00299	-25.3	0.9	8.5	0.1	298.15	
R00300	-12.0	2.2	8.5	0.1	298.15	
R00301	-13.0	4.1	8.5	0.1	298.15	
R00302	-127.5	8.9	8.5	0.1	298.15	
R00303	-8.6	0.9	8.5	0.1	298.15	
R00304	-16.0	1.6	8.5	0.1	298.15	
R00305	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00306	-12.9	3.7	8.5	0.1	298.15	
R00307	-0.2	0.6	8.5	0.1	298.15	
R00310	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00311	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00312	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00313	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00314	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00315	13.9	1.1	8.5	0.1	298.15	
R00316	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00317	-47.8	1.3	8.5	0.1	298.15	
R00318	-86.1	13.8	8.5	0.1	298.15	
R00319	-497.7	8.8	8.5	0.1	298.15	
R00320	31.2	1.3	8.5	0.1	298.15	
R00321	-23.7	4.6	8.5	0.1	298.15	
R00322	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00324	-63.9	4.1	8.5	0.1	298.15	
R00325	2.2	2.3	8.5	0.1	298.15	
R00326	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00327	-37.0	4.6	8.5	0.1	298.15	
R00328	-31.8	2.4	8.5	0.1	298.15	
R00329	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00330	-2.5	2.6	8.5	0.1	298.15	
R00331	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00332	-2.1	2.4	8.5	0.1	298.15	
R00333	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00334	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00335	-31.4	2.7	8.5	0.1	298.15	
R00336	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00337	-34.4	6.6	8.5	0.1	298.15	
R00338	-59.6	6.7	8.5	0.1	298.15	
R00339	-35.3	3.9	8.5	0.1	298.15	
R00340	-35.3	3.9	8.5	0.1	298.15	
R00341	10.8	6.2	8.5	0.1	298.15	
R00342	21.8	0.6	8.5	0.1	298.15	
R00343	22.8	0.9	8.5	0.1	298.15	
R00344	-11.8	1.4	8.5	0.1	298.15	
R00345	44.7	6.2	8.5	0.1	298.15	
R00346	28.1	6.2	8.5	0.1	298.15	
R00347	-26.3	4.3	8.5	0.1	298.15	
R00348	-7.9	5.0	8.5	0.1	298.15	
R00350	18.9	5.4	8.5	0.1	298.15	
R00351	43.7	0.9	8.5	0.1	298.15	
R00352	9.9	0.9	8.5	0.1	298.15	
R00353	-0.5	2.9	8.5	0.1	298.15	
R00354	15.5	15.3	8.5	0.1	298.15	
R00355	2.8	1.1	8.5	0.1	298.15	
R00357	-93.0	8.3	8.5	0.1	298.15	
R00359	-98.0	9.1	8.5	0.1	298.15	
R00360	-103.1	8.3	8.5	0.1	298.15	
R00361	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00362	4.6	0.9	8.5	0.1	298.15	
R00363	5.7	5.8	8.5	0.1	298.15	
R00364	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00365	37.2	3.2	8.5	0.1	298.15	
R00366	-87.7	8.8	8.5	0.1	298.15	
R00367	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00368	24.7	7.8	8.5	0.1	298.15	
R00369	-8.5	3.3	8.5	0.1	298.15	
R00371	31.8	4.1	8.5	0.1	298.15	
R00372	8.2	3.2	8.5	0.1	298.15	
R00373	5.4	3.2	8.5	0.1	298.15	
R00374	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00380	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00383	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00384	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00385	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00387	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00388	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00389	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00390	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00391	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00392	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00393	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00394	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00395	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00396	28.7	1.1	8.5	0.1	298.15	
R00397	-5.6	6.3	8.5	0.1	298.15	
R00398	28.1	5.8	8.5	0.1	298.15	
R00399	33.7	7.2	8.5	0.1	298.15	
R00400	-3.2	1.4	8.5	0.1	298.15	
R00401	-0.0	2.0	8.5	0.1	298.15	
R00402	54.6	4.1	8.5	0.1	298.15	
R00405	-0.3	2.6	8.5	0.1	298.15	
R00406	-4.8	7.4	8.5	0.1	298.15	
R00407	-33.6	2.7	8.5	0.1	298.15	
R00408	54.7	7.1	8.5	0.1	298.15	
R00409	9.4	5.9	8.5	0.1	298.15	
R00410	11.2	1.3	8.5	0.1	298.15	
R00411	-3.0	7.0	8.5	0.1	298.15	
R00412	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00414	-31.3	6.6	8.5	0.1	298.15	
R00416	-1.3	7.3	8.5	0.1	298.15	
R00417	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00418	0.0	12.0	8.5	0.1	298.15	
R00420	0.0	12.0	8.5	0.1	298.15	
R00421	-43.2	12.3	8.5	0.1	298.15	
R00422	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00423	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00424	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00425	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00426	-46.6	3.7	8.5	0.1	298.15	
R00428	-4.3	5.8	8.5	0.1	298.15	
R00429	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00430	22.1	2.8	8.5	0.1	298.15	
R00431	13.3	6.7	8.5	0.1	298.15	
R00432	2.3	0.9	8.5	0.1	298.15	
R00434	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00436	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00445	12.4	17.3	8.5	0.1	298.15	
R00446	26.3	5.6	8.5	0.1	298.15	
R00447	-105.5	9.9	8.5	0.1	298.15	
R00448	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00449	-469.4	10.6	8.5	0.1	298.15	
R00451	-8.3	7.3	8.5	0.1	298.15	
R00452	32.3	8.3	8.5	0.1	298.15	
R00453	-2.4	5.7	8.5	0.1	298.15	
R00454	-32.6	6.3	8.5	0.1	298.15	
R00457	-2.7	5.6	8.5	0.1	298.15	
R00458	-6.6	6.3	8.5	0.1	298.15	
R00459	-113.7	17.2	8.5	0.1	298.15	
R00460	0.0	5.8	8.5	0.1	298.15	
R00461	-4.4	4.1	8.5	0.1	298.15	
R00462	-16.5	8.6	8.5	0.1	298.15	
R00463	18.0	9.1	8.5	0.1	298.15	
R00465	37.0	1.8	8.5	0.1	298.15	
R00466	-165.5	10.6	8.5	0.1	298.15	
R00468	-15.4	2.6	8.5	0.1	298.15	
R00469	-9.7	9.6	8.5	0.1	298.15	
R00470	17.8	3.0	8.5	0.1	298.15	
R00471	15.4	4.4	8.5	0.1	298.15	
R00472	41.9	4.1	8.5	0.1	298.15	
R00473	13.0	5.8	8.5	0.1	298.15	
R00474	19.5	7.7	8.5	0.1	298.15	
R00475	-88.8	8.4	8.5	0.1	298.15	
R00476	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00477	18.4	7.3	8.5	0.1	298.15	
R00478	2.1	5.4	8.5	0.1	298.15	
R00479	8.7	2.7	8.5	0.1	298.15	
R00480	16.0	5.8	8.5	0.1	298.15	
R00481	-68.7	9.4	8.5	0.1	298.15	
R00482	-16.6	7.0	8.5	0.1	298.15	
R00483	-32.7	7.1	8.5	0.1	298.15	
R00484	-15.7	9.8	8.5	0.1	298.15	
R00485	-17.3	7.0	8.5	0.1	298.15	
R00486	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00487	-26.5	4.7	8.5	0.1	298.15	
R00488	-12.6	4.8	8.5	0.1	298.15	
R00489	-12.1	11.8	8.5	0.1	298.15	
R00490	13.5	0.9	8.5	0.1	298.15	
R00491	4.9	3.9	8.5	0.1	298.15	
R00493	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00494	-4.0	8.9	8.5	0.1	298.15	
R00497	-31.8	8.9	8.5	0.1	298.15	
R00499	-37.4	10.4	8.5	0.1	298.15	
R00501	-43.1	5.0	8.5	0.1	298.15	
R00502	-0.5	3.6	8.5	0.1	298.15	
R00503	-18.1	4.4	8.5	0.1	298.15	
R00504	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00505	4.8	9.9	8.5	0.1	298.15	
R00507	-100.9	11.2	8.5	0.1	298.15	
R00508	-12.1	11.5	8.5	0.1	298.15	
R00509	-21.8	11.5	8.5	0.1	298.15	
R00510	-15.2	9.0	8.5	0.1	298.15	
R00511	-14.8	5.4	8.5	0.1	298.15	
R00512	-1.9	5.8	8.5	0.1	298.15	
R00513	-19.1	5.4	8.5	0.1	298.15	
R00514	-32.0	5.8	8.5	0.1	298.15	
R00515	-48.8	4.6	8.5	0.1	298.15	
R00516	-16.4	6.0	8.5	0.1	298.15	
R00517	-16.6	6.0	8.5	0.1	298.15	
R00518	-7.4	8.8	8.5	0.1	298.15	
R00519	-14.1	6.5	8.5	0.1	298.15	
R00521	-22.6	8.9	8.5	0.1	298.15	
R00522	-8.9	8.6	8.5	0.1	298.15	
R00524	-32.5	12.1	8.5	0.1	298.15	
R00525	-33.9	11.0	8.5	0.1	298.15	
R00526	-32.0	11.2	8.5	0.1	298.15	
R00527	-22.8	10.0	8.5	0.1	298.15	
R00528	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00529	48.8	2.3	8.5	0.1	298.15	
R00530	66.2	2.3	8.5	0.1	298.15	
R00531	-98.8	2.5	8.5	0.1	298.15	
R00532	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00533	-173.2	11.0	8.5	0.1	298.15	
R00534	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00535	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00536	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00537	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00538	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00539	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00540	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00542	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00543	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00544	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00545	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00546	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00547	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00548	-36.1	19.6	8.5	0.1	298.15	
R00549	2.3	19.6	8.5	0.1	298.15	
R00550	20.1	19.7	8.5	0.1	298.15	
R00551	-28.4	12.5	8.5	0.1	298.15	
R00552	-35.7	6.7	8.5	0.1	298.15	
R00554	-2.4	1.1	8.5	0.1	298.15	
R00555	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00557	-1252.7	30.0	8.5	0.1	298.15	
R00558	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00559	-458.9	14.9	8.5	0.1	298.15	
R00562	26.8	5.8	8.5	0.1	298.15	
R00563	18.1	13.5	8.5	0.1	298.15	
R00565	0.5	5.8	8.5	0.1	298.15	
R00566	-6.0	13.6	8.5	0.1	298.15	
R00567	7.3	12.0	8.5	0.1	298.15	
R00568	-25.4	4.8	8.5	0.1	298.15	
R00569	-33.4	4.5	8.5	0.1	298.15	
R00570	-0.5	4.6	8.5	0.1	298.15	
R00571	-8.5	4.8	8.5	0.1	298.15	
R00572	20.1	4.7	8.5	0.1	298.15	
R00573	-20.9	5.1	8.5	0.1	298.15	
R00574	-2.4	10.2	8.5	0.1	298.15	
R00575	-29.7	5.2	8.5	0.1	298.15	
R00576	-11.5	4.4	8.5	0.1	298.15	
R00577	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00578	-45.1	7.2	8.5	0.1	298.15	
R00579	7.7	6.4	8.5	0.1	298.15	
R00581	33.4	1.6	8.5	0.1	298.15	
R00582	-10.1	0.5	8.5	0.1	298.15	
R00584	-6.5	0.7	8.5	0.1	298.15	
R00585	4.7	1.5	8.5	0.1	298.15	
R00586	-8.2	5.8	8.5	0.1	298.15	
R00588	-3.8	3.4	8.5	0.1	298.15	
R00589	-0.9	5.9	8.5	0.1	298.15	
R00590	-4.4	3.5	8.5	0.1	298.15	
R00594	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00595	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00596	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00597	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00598	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00599	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00600	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00601	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00602	-292.3	9.2	8.5	0.1	298.15	
R00603	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00604	-60.1	3.9	8.5	0.1	298.15	
R00605	25.7	6.5	8.5	0.1	298.15	
R00606	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00608	-99.2	10.4	8.5	0.1	298.15	
R00609	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00610	-77.5	11.4	8.5	0.1	298.15	
R00611	nan	nan	8.5	0.1	298.15	uncertainty is too high
R00612	-69.2	11.9	8.5	0.1	298.15	
