!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='7.0' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R00217	-17.3	6.2	7.0	0.1	298.15	
R00218	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00219	23.0	8.5	7.0	0.1	298.15	
R00220	-28.7	1.8	7.0	0.1	298.15	
R00221	-27.8	5.8	7.0	0.1	298.15	
R00223	-28.9	3.5	7.0	0.1	298.15	
R00224	-18.3	6.5	7.0	0.1	298.15	
R00226	32.3	7.4	7.0	0.1	298.15	
R00227	-30.0	1.0	7.0	0.1	298.15	
R00228	-17.0	2.4	7.0	0.1	298.15	
R00229	3.6	0.8	7.0	0.1	298.15	
R00230	9.8	1.2	7.0	0.1	298.15	
R00233	-17.8	6.3	7.0	0.1	298.15	
R00234	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00235	-4.5	0.8	7.0	0.1	298.15	
R00236	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00237	9.2	15.3	7.0	0.1	298.15	
R00238	26.1	1.7	7.0	0.1	298.15	
R00239	26.5	4.5	7.0	0.1	298.15	
R00241	24.4	4.5	7.0	0.1	298.15	
R00243	37.9	0.6	7.0	0.1	298.15	
R00245	-43.7	3.9	7.0	0.1	298.15	
R00248	38.9	0.7	7.0	0.1	298.15	
R00250	-95.5	8.3	7.0	0.1	298.15	
R00251	-6.9	6.2	7.0	0.1	298.15	
R00253	-15.0	1.6	7.0	0.1	298.15	
R00254	55.0	9.5	7.0	0.1	298.15	
R00256	-11.4	1.7	7.0	0.1	298.15	
R00257	-27.7	13.1	7.0	0.1	298.15	
R00258	-0.2	1.1	7.0	0.1	298.15	
R00259	-27.7	6.4	7.0	0.1	298.15	
R00260	0.6	4.3	7.0	0.1	298.15	
R00261	-25.0	6.9	7.0	0.1	298.15	
R00262	-7.4	4.7	7.0	0.1	298.15	
R00263	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00264	-35.3	4.0	7.0	0.1	298.15	
R00265	-26.2	7.7	7.0	0.1	298.15	
R00267	6.4	6.3	7.0	0.1	298.15	
R00268	-15.5	7.7	7.0	0.1	298.15	
R00269	0.3	4.7	7.0	0.1	298.15	
R00270	41.4	6.4	7.0	0.1	298.15	
R00271	-28.5	5.4	7.0	0.1	298.15	
R00272	-18.9	6.7	7.0	0.1	298.15	
R00273	-165.0	15.4	7.0	0.1	298.15	
R00274	-310.1	6.6	7.0	0.1	298.15	
R00275	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00276	177.8	11.7	7.0	0.1	298.15	
R00277	-96.8	9.0	7.0	0.1	298.15	
R00278	-110.9	8.4	7.0	0.1	298.15	
R00279	-96.1	9.3	7.0	0.1	298.15	
R00280	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00281	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00282	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00283	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00284	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00286	-12.9	4.3	7.0	0.1	298.15	
R00287	-29.6	7.5	7.0	0.1	298.15	
R00289	0.0	1.1	7.0	0.1	298.15	
R00291	2.9	1.6	7.0	0.1	298.15	
R00293	-56.1	10.7	7.0	0.1	298.15	
R00294	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00295	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00296	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00297	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00298	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00299	-17.3	0.9	7.0	0.1	298.15	
R00300	-3.4	2.2	7.0	0.1	298.15	
R00301	-4.5	4.1	7.0	0.1	298.15	
R00302	-126.5	8.9	7.0	0.1	298.15	
R00303	-9.1	0.9	7.0	0.1	298.15	
R00304	-16.6	1.6	7.0	0.1	298.15	
R00305	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00306	-12.9	3.7	7.0	0.1	298.15	
R00307	-0.1	0.6	7.0	0.1	298.15	
R00310	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00311	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00312	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00313	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00314	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00315	13.4	1.1	7.0	0.1	298.15	
R00316	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00317	-39.8	1.3	7.0	0.1	298.15	
R00318	-82.3	13.8	7.0	0.1	298.15	
R00319	-497.7	8.8	7.0	0.1	298.15	
R00320	24.0	1.3	7.0	0.1	298.15	
R00321	-22.8	4.6	7.0	0.1	298.15	
R00322	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00324	-57.3	4.1	7.0	0.1	298.15	
R00325	2.2	2.3	7.0	0.1	298.15	
R00326	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00327	-28.5	4.6	7.0	0.1	298.15	
R00328	-23.0	2.4	7.0	0.1	298.15	
R00329	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00330	-2.5	2.6	7.0	0.1	298.15	
R00331	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00332	-3.4	2.4	7.0	0.1	298.15	
R00333	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00334	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00335	-23.9	2.7	7.0	0.1	298.15	
R00336	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00337	-26.9	6.6	7.0	0.1	298.15	
R00338	-51.1	6.7	7.0	0.1	298.15	
R00339	-35.3	3.9	7.0	0.1	298.15	
R00340	-35.3	3.9	7.0	0.1	298.15	
R00341	10.4	6.2	7.0	0.1	298.15	
R00342	30.3	0.6	7.0	0.1	298.15	
R00343	31.3	0.9	7.0	0.1	298.15	
R00344	-4.2	1.4	7.0	0.1	298.15	
R00345	36.7	6.2	7.0	0.1	298.15	
R00346	21.0	6.2	7.0	0.1	298.15	
R00347	-26.7	4.3	7.0	0.1	298.15	
R00348	-7.0	5.0	7.0	0.1	298.15	
R00350	18.9	5.4	7.0	0.1	298.15	
R00351	34.6	0.9	7.0	0.1	298.15	
R00352	8.2	0.9	7.0	0.1	298.15	
R00353	-0.5	2.9	7.0	0.1	298.15	
R00354	15.4	15.3	7.0	0.1	298.15	
R00355	2.9	1.1	7.0	0.1	298.15	
R00357	-92.6	8.3	7.0	0.1	298.15	
R00359	-97.6	9.1	7.0	0.1	298.15	
R00360	-103.1	8.3	7.0	0.1	298.15	
R00361	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00362	4.6	0.9	7.0	0.1	298.15	
R00363	5.7	5.8	7.0	0.1	298.15	
R00364	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00365	46.0	3.2	7.0	0.1	298.15	
R00366	-87.4	8.8	7.0	0.1	298.15	
R00367	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00368	31.8	7.8	7.0	0.1	298.15	
R00369	-8.3	3.3	7.0	0.1	298.15	
R00371	38.6	4.1	7.0	0.1	298.15	
R00372	8.1	3.2	7.0	0.1	298.15	
R00373	5.2	3.2	7.0	0.1	298.15	
R00374	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00380	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00383	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00384	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00385	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00387	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00388	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00389	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00390	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00391	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00392	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00393	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00394	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00395	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00396	37.7	1.1	7.0	0.1	298.15	
R00397	-14.2	6.3	7.0	0.1	298.15	
R00398	35.0	5.8	7.0	0.1	298.15	
R00399	34.9	7.2	7.0	0.1	298.15	
R00400	-3.1	1.4	7.0	0.1	298.15	
R00401	-0.0	2.0	7.0	0.1	298.15	
R00402	63.2	4.1	7.0	0.1	298.15	
R00405	-1.8	2.6	7.0	0.1	298.15	
R00406	-4.8	7.4	7.0	0.1	298.15	
R00407	-24.5	2.7	7.0	0.1	298.15	
R00408	46.2	7.1	7.0	0.1	298.15	
R00409	9.3	5.9	7.0	0.1	298.15	
R00410	11.2	1.3	7.0	0.1	298.15	
R00411	-2.5	7.0	7.0	0.1	298.15	
R00412	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00414	-23.3	6.6	7.0	0.1	298.15	
R00416	-3.5	7.3	7.0	0.1	298.15	
R00417	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00418	0.0	12.0	7.0	0.1	298.15	
R00420	0.0	12.0	7.0	0.1	298.15	
R00421	-17.0	12.3	7.0	0.1	298.15	
R00422	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00423	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00424	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00425	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00426	-31.1	3.7	7.0	0.1	298.15	
R00428	8.3	5.8	7.0	0.1	298.15	
R00429	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00430	30.2	2.8	7.0	0.1	298.15	
R00431	12.8	6.7	7.0	0.1	298.15	
R00432	0.6	0.9	7.0	0.1	298.15	
R00434	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00436	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00445	21.6	17.3	7.0	0.1	298.15	
R00446	36.0	5.6	7.0	0.1	298.15	
R00447	-104.7	9.9	7.0	0.1	298.15	
R00448	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00449	-469.7	10.6	7.0	0.1	298.15	
R00451	-17.3	7.3	7.0	0.1	298.15	
R00452	39.4	8.3	7.0	0.1	298.15	
R00453	-1.7	5.7	7.0	0.1	298.15	
R00454	-24.6	6.3	7.0	0.1	298.15	
R00457	-2.0	5.6	7.0	0.1	298.15	
R00458	-5.4	6.3	7.0	0.1	298.15	
R00459	-79.7	17.2	7.0	0.1	298.15	
R00460	0.0	5.8	7.0	0.1	298.15	
R00461	-4.6	4.1	7.0	0.1	298.15	
R00462	-25.3	8.6	7.0	0.1	298.15	
R00463	18.1	9.1	7.0	0.1	298.15	
R00465	45.6	1.8	7.0	0.1	298.15	
R00466	-156.9	10.6	7.0	0.1	298.15	
R00468	-7.4	2.6	7.0	0.1	298.15	
R00469	-24.8	9.6	7.0	0.1	298.15	
R00470	17.8	3.0	7.0	0.1	298.15	
R00471	15.4	4.4	7.0	0.1	298.15	
R00472	32.7	4.1	7.0	0.1	298.15	
R00473	13.0	5.8	7.0	0.1	298.15	
R00474	28.0	7.7	7.0	0.1	298.15	
R00475	-88.8	8.4	7.0	0.1	298.15	
R00476	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00477	18.4	7.3	7.0	0.1	298.15	
R00478	1.4	5.4	7.0	0.1	298.15	
R00479	8.6	2.7	7.0	0.1	298.15	
R00480	18.4	5.8	7.0	0.1	298.15	
R00481	-69.1	9.4	7.0	0.1	298.15	
R00482	-10.0	7.0	7.0	0.1	298.15	
R00483	-18.1	7.1	7.0	0.1	298.15	
R00484	-31.5	9.8	7.0	0.1	298.15	
R00485	-16.4	7.0	7.0	0.1	298.15	
R00486	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00487	-17.9	4.7	7.0	0.1	298.15	
R00488	-12.1	4.8	7.0	0.1	298.15	
R00489	-21.0	11.8	7.0	0.1	298.15	
R00490	13.9	0.9	7.0	0.1	298.15	
R00491	4.9	3.9	7.0	0.1	298.15	
R00493	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00494	-3.3	8.9	7.0	0.1	298.15	
R00497	-24.9	8.9	7.0	0.1	298.15	
R00499	-29.1	10.4	7.0	0.1	298.15	
R00501	-16.9	5.0	7.0	0.1	298.15	
R00502	-2.8	3.6	7.0	0.1	298.15	
R00503	-10.0	4.4	7.0	0.1	298.15	
R00504	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00505	4.8	9.9	7.0	0.1	298.15	
R00507	-83.8	11.2	7.0	0.1	298.15	
R00508	-12.7	11.5	7.0	0.1	298.15	
R00509	-13.7	11.5	7.0	0.1	298.15	
R00510	-12.5	9.0	7.0	0.1	298.15	
R00511	-15.4	5.4	7.0	0.1	298.15	
R00512	-3.2	5.8	7.0	0.1	298.15	
R00513	-11.0	5.4	7.0	0.1	298.15	
R00514	-23.2	5.8	7.0	0.1	298.15	
R00515	-33.3	4.6	7.0	0.1	298.15	
R00516	-8.6	6.0	7.0	0.1	298.15	
R00517	-8.5	6.0	7.0	0.1	298.15	
R00518	-8.0	8.8	7.0	0.1	298.15	
R00519	-14.1	6.5	7.0	0.1	298.15	
R00521	-13.5	8.9	7.0	0.1	298.15	
R00522	-17.5	8.6	7.0	0.1	298.15	
R00524	-31.6	12.1	7.0	0.1	298.15	
R00525	-33.3	11.0	7.0	0.1	298.15	
R00526	-31.6	11.2	7.0	0.1	298.15	
R00527	-14.1	10.0	7.0	0.1	298.15	
R00528	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00529	47.4	2.3	7.0	0.1	298.15	
R00530	58.0	2.3	7.0	0.1	298.15	
R00531	-81.9	2.5	7.0	0.1	298.15	
R00532	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00533	-171.9	11.0	7.0	0.1	298.15	
R00534	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00535	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00536	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00537	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00538	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00539	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00540	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00542	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00543	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00544	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00545	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00546	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00547	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00548	-28.0	19.6	7.0	0.1	298.15	
R00549	1.6	19.6	7.0	0.1	298.15	
R00550	11.4	19.7	7.0	0.1	298.15	
R00551	-28.6	12.5	7.0	0.1	298.15	
R00552	-34.7	6.7	7.0	0.1	298.15	
R00554	6.3	1.1	7.0	0.1	298.15	
R00555	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00557	-1261.0	30.0	7.0	0.1	298.15	
R00558	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00559	-459.4	14.9	7.0	0.1	298.15	
R00562	32.6	5.8	7.0	0.1	298.15	
R00563	24.6	13.5	7.0	0.1	298.15	
R00565	-0.3	5.8	7.0	0.1	298.15	
R00566	-15.0	13.6	7.0	0.1	298.15	
R00567	7.3	12.0	7.0	0.1	298.15	
R00568	-25.0	4.8	7.0	0.1	298.15	
R00569	-25.9	4.5	7.0	0.1	298.15	
R00570	-0.5	4.6	7.0	0.1	298.15	
R00571	-1.4	4.8	7.0	0.1	298.15	
R00572	28.1	4.7	7.0	0.1	298.15	
R00573	-12.8	5.1	7.0	0.1	298.15	
R00574	4.6	10.2	7.0	0.1	298.15	
R00575	-6.5	5.2	7.0	0.1	298.15	
R00576	-11.5	4.4	7.0	0.1	298.15	
R00577	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00578	-29.5	7.2	7.0	0.1	298.15	
R00579	7.7	6.4	7.0	0.1	298.15	
R00581	41.7	1.6	7.0	0.1	298.15	
R00582	-10.4	0.5	7.0	0.1	298.15	
R00584	-5.4	0.7	7.0	0.1	298.15	
R00585	4.0	1.5	7.0	0.1	298.15	
R00586	-6.7	5.8	7.0	0.1	298.15	
R00588	-4.3	3.4	7.0	0.1	298.15	
R00589	-0.9	5.9	7.0	0.1	298.15	
R00590	-3.6	3.5	7.0	0.1	298.15	
R00594	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00595	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00596	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00597	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00598	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00599	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00600	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00601	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00602	-292.3	9.2	7.0	0.1	298.15	
R00603	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00604	-43.0	3.9	7.0	0.1	298.15	
R00605	34.2	6.5	7.0	0.1	298.15	
R00606	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00608	-99.2	10.4	7.0	0.1	298.15	
R00609	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00610	-77.0	11.4	7.0	0.1	298.15	
R00611	nan	nan	7.0	0.1	298.15	uncertainty is too high
R00612	-69.2	11.9	7.0	0.1	298.15	
