!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='5.0' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R00089	9.0	2.0	5.0	0.1	298.15	
R00090	-338.3	6.4	5.0	0.1	298.15	
R00091	14.3	29.7	5.0	0.1	298.15	
R00092	195.5	16.4	5.0	0.1	298.15	
R00093	61.6	1.8	5.0	0.1	298.15	
R00094	30.6	1.7	5.0	0.1	298.15	
R00095	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00097	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00099	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00100	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00101	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00102	-25.8	8.7	5.0	0.1	298.15	
R00103	-32.9	5.9	5.0	0.1	298.15	
R00104	-2.9	5.8	5.0	0.1	298.15	
R00105	-1.4	5.8	5.0	0.1	298.15	
R00106	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00107	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00108	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00109	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00111	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00112	-1.4	0.7	5.0	0.1	298.15	
R00113	-339.7	6.5	5.0	0.1	298.15	
R00114	63.0	1.9	5.0	0.1	298.15	
R00115	32.0	1.6	5.0	0.1	298.15	
R00118	-21.2	5.8	5.0	0.1	298.15	
R00119	-23.0	9.3	5.0	0.1	298.15	
R00120	-114.7	8.4	5.0	0.1	298.15	
R00122	-16.7	0.6	5.0	0.1	298.15	
R00123	-72.2	7.6	5.0	0.1	298.15	
R00125	-31.9	18.3	5.0	0.1	298.15	
R00126	7.8	18.3	5.0	0.1	298.15	
R00127	-7.4	0.3	5.0	0.1	298.15	
R00128	-30.1	5.8	5.0	0.1	298.15	
R00129	-52.9	13.5	5.0	0.1	298.15	
R00130	16.6	5.8	5.0	0.1	298.15	
R00131	-52.7	9.0	5.0	0.1	298.15	
R00132	-8.2	8.4	5.0	0.1	298.15	
R00134	-12.0	6.5	5.0	0.1	298.15	
R00137	7.0	5.8	5.0	0.1	298.15	
R00138	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00139	3.3	2.5	5.0	0.1	298.15	
R00140	4.2	2.5	5.0	0.1	298.15	
R00141	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00143	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00145	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00146	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00148	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00149	26.0	7.9	5.0	0.1	298.15	
R00150	50.1	7.8	5.0	0.1	298.15	
R00152	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00153	-174.6	7.2	5.0	0.1	298.15	
R00155	-14.2	6.3	5.0	0.1	298.15	
R00156	-1.7	2.5	5.0	0.1	298.15	
R00157	-5.7	2.5	5.0	0.1	298.15	
R00158	-9.9	6.3	5.0	0.1	298.15	
R00159	-22.4	2.5	5.0	0.1	298.15	
R00160	-23.6	9.4	5.0	0.1	298.15	
R00161	-2.4	9.4	5.0	0.1	298.15	
R00162	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00164	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00165	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00166	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00167	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00168	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00169	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00170	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00172	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00173	-14.0	8.0	5.0	0.1	298.15	
R00174	-10.1	8.0	5.0	0.1	298.15	
R00175	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00177	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00178	-34.5	6.1	5.0	0.1	298.15	
R00179	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00180	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00181	-41.9	3.8	5.0	0.1	298.15	
R00182	-20.8	3.0	5.0	0.1	298.15	
R00183	-17.9	2.8	5.0	0.1	298.15	
R00184	-24.5	18.3	5.0	0.1	298.15	
R00185	-6.2	2.8	5.0	0.1	298.15	
R00187	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00188	-18.8	6.0	5.0	0.1	298.15	
R00189	-8.2	12.9	5.0	0.1	298.15	
R00190	14.2	2.6	5.0	0.1	298.15	
R00191	-34.9	2.2	5.0	0.1	298.15	
R00192	34.7	5.8	5.0	0.1	298.15	
R00193	-33.3	9.5	5.0	0.1	298.15	
R00194	-17.4	8.8	5.0	0.1	298.15	
R00195	-8.5	7.1	5.0	0.1	298.15	
R00196	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00197	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00198	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00199	18.4	1.0	5.0	0.1	298.15	
R00200	35.1	0.8	5.0	0.1	298.15	
R00203	-5.9	4.1	5.0	0.1	298.15	
R00205	-4.4	4.1	5.0	0.1	298.15	
R00206	33.2	1.0	5.0	0.1	298.15	
R00207	-167.3	10.4	5.0	0.1	298.15	
R00208	-59.1	1.1	5.0	0.1	298.15	
R00209	-34.3	6.4	5.0	0.1	298.15	
R00210	-32.9	6.4	5.0	0.1	298.15	
R00211	-179.6	10.3	5.0	0.1	298.15	
R00212	20.9	3.0	5.0	0.1	298.15	
R00213	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00214	14.4	6.2	5.0	0.1	298.15	
R00215	23.6	10.3	5.0	0.1	298.15	
R00216	15.8	6.2	5.0	0.1	298.15	
R00217	-28.7	6.2	5.0	0.1	298.15	
R00218	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00219	34.4	8.5	5.0	0.1	298.15	
R00220	-28.7	1.8	5.0	0.1	298.15	
R00221	-27.8	5.8	5.0	0.1	298.15	
R00223	-29.0	3.5	5.0	0.1	298.15	
R00224	-29.7	6.5	5.0	0.1	298.15	
R00226	43.7	7.4	5.0	0.1	298.15	
R00227	-19.6	1.0	5.0	0.1	298.15	
R00228	-4.6	2.4	5.0	0.1	298.15	
R00229	-4.5	0.8	5.0	0.1	298.15	
R00230	12.3	1.2	5.0	0.1	298.15	
R00233	-30.9	6.3	5.0	0.1	298.15	
R00234	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00235	-6.3	0.8	5.0	0.1	298.15	
R00236	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00237	7.5	15.3	5.0	0.1	298.15	
R00238	25.8	1.7	5.0	0.1	298.15	
R00239	20.2	4.5	5.0	0.1	298.15	
R00241	20.5	4.5	5.0	0.1	298.15	
R00243	50.0	0.6	5.0	0.1	298.15	
R00245	-20.8	3.9	5.0	0.1	298.15	
R00248	51.4	0.7	5.0	0.1	298.15	
R00250	-95.3	8.3	5.0	0.1	298.15	
R00251	-1.5	6.2	5.0	0.1	298.15	
R00253	-12.4	1.6	5.0	0.1	298.15	
R00254	77.8	9.5	5.0	0.1	298.15	
R00256	-11.6	1.7	5.0	0.1	298.15	
R00257	-19.9	13.1	5.0	0.1	298.15	
R00258	-0.4	1.1	5.0	0.1	298.15	
R00259	-20.3	6.4	5.0	0.1	298.15	
R00260	0.6	4.3	5.0	0.1	298.15	
R00261	-36.8	6.9	5.0	0.1	298.15	
R00262	-6.0	4.7	5.0	0.1	298.15	
R00263	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00264	-11.7	4.0	5.0	0.1	298.15	
R00265	-23.1	7.7	5.0	0.1	298.15	
R00267	8.4	6.3	5.0	0.1	298.15	
R00268	-26.4	7.7	5.0	0.1	298.15	
R00269	0.2	4.7	5.0	0.1	298.15	
R00270	41.3	6.4	5.0	0.1	298.15	
R00271	-18.4	5.4	5.0	0.1	298.15	
R00272	-30.4	6.7	5.0	0.1	298.15	
R00273	-187.7	15.4	5.0	0.1	298.15	
R00274	-307.7	6.6	5.0	0.1	298.15	
R00275	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00276	177.8	11.7	5.0	0.1	298.15	
R00277	-95.5	9.0	5.0	0.1	298.15	
R00278	-107.1	8.4	5.0	0.1	298.15	
R00279	-95.9	9.3	5.0	0.1	298.15	
R00280	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00281	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00282	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00283	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00284	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00286	22.8	4.3	5.0	0.1	298.15	
R00287	-16.4	7.5	5.0	0.1	298.15	
R00289	-5.4	1.1	5.0	0.1	298.15	
R00291	2.9	1.6	5.0	0.1	298.15	
R00293	-56.1	10.7	5.0	0.1	298.15	
R00294	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00295	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00296	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00297	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00298	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00299	-11.8	0.9	5.0	0.1	298.15	
R00300	8.4	2.2	5.0	0.1	298.15	
R00301	7.8	4.1	5.0	0.1	298.15	
R00302	-126.4	8.9	5.0	0.1	298.15	
R00303	-12.3	0.9	5.0	0.1	298.15	
R00304	-19.9	1.6	5.0	0.1	298.15	
R00305	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00306	-12.9	3.7	5.0	0.1	298.15	
R00307	-0.1	0.6	5.0	0.1	298.15	
R00310	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00311	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00312	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00313	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00314	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00315	7.8	1.1	5.0	0.1	298.15	
R00316	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00317	-31.9	1.3	5.0	0.1	298.15	
R00318	-79.6	13.8	5.0	0.1	298.15	
R00319	-498.1	8.8	5.0	0.1	298.15	
R00320	17.1	1.3	5.0	0.1	298.15	
R00321	-23.3	4.6	5.0	0.1	298.15	
R00322	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00324	-46.5	4.1	5.0	0.1	298.15	
R00325	3.1	2.3	5.0	0.1	298.15	
R00326	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00327	-17.5	4.6	5.0	0.1	298.15	
R00328	-16.9	2.4	5.0	0.1	298.15	
R00329	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00330	-1.4	2.6	5.0	0.1	298.15	
R00331	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00332	-7.2	2.4	5.0	0.1	298.15	
R00333	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00334	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00335	-22.7	2.7	5.0	0.1	298.15	
R00336	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00337	-24.5	6.6	5.0	0.1	298.15	
R00338	-40.2	6.7	5.0	0.1	298.15	
R00339	-34.8	3.9	5.0	0.1	298.15	
R00340	-34.8	3.9	5.0	0.1	298.15	
R00341	6.3	6.2	5.0	0.1	298.15	
R00342	43.1	0.6	5.0	0.1	298.15	
R00343	44.5	0.9	5.0	0.1	298.15	
R00344	3.1	1.4	5.0	0.1	298.15	
R00345	30.4	6.2	5.0	0.1	298.15	
R00346	15.6	6.2	5.0	0.1	298.15	
R00347	-26.7	4.3	5.0	0.1	298.15	
R00348	-7.0	5.0	5.0	0.1	298.15	
R00350	19.3	5.4	5.0	0.1	298.15	
R00351	25.0	0.9	5.0	0.1	298.15	
R00352	0.9	0.9	5.0	0.1	298.15	
R00353	-2.2	2.9	5.0	0.1	298.15	
R00354	12.7	15.3	5.0	0.1	298.15	
R00355	4.1	1.1	5.0	0.1	298.15	
R00357	-91.2	8.3	5.0	0.1	298.15	
R00359	-96.2	9.1	5.0	0.1	298.15	
R00360	-102.1	8.3	5.0	0.1	298.15	
R00361	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00362	5.4	0.9	5.0	0.1	298.15	
R00363	5.7	5.8	5.0	0.1	298.15	
R00364	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00365	57.8	3.2	5.0	0.1	298.15	
R00366	-87.4	8.8	5.0	0.1	298.15	
R00367	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00368	43.6	7.8	5.0	0.1	298.15	
R00369	-8.3	3.3	5.0	0.1	298.15	
R00371	39.6	4.1	5.0	0.1	298.15	
R00372	7.9	3.2	5.0	0.1	298.15	
R00373	3.8	3.2	5.0	0.1	298.15	
R00374	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00380	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00383	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00384	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00385	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00387	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00388	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00389	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00390	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00391	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00392	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00393	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00394	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00395	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00396	49.5	1.1	5.0	0.1	298.15	
R00397	-24.2	6.3	5.0	0.1	298.15	
R00398	46.7	5.8	5.0	0.1	298.15	
R00399	34.4	7.2	5.0	0.1	298.15	
R00400	-4.5	1.4	5.0	0.1	298.15	
R00401	-0.0	2.0	5.0	0.1	298.15	
R00402	77.3	4.1	5.0	0.1	298.15	
R00405	-6.2	2.6	5.0	0.1	298.15	
R00406	-6.2	7.4	5.0	0.1	298.15	
R00407	-17.9	2.7	5.0	0.1	298.15	
R00408	37.0	7.1	5.0	0.1	298.15	
R00409	8.4	5.9	5.0	0.1	298.15	
R00410	7.4	1.3	5.0	0.1	298.15	
R00411	-3.5	7.0	5.0	0.1	298.15	
R00412	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00414	-22.5	6.6	5.0	0.1	298.15	
R00416	-8.2	7.3	5.0	0.1	298.15	
R00417	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00418	0.0	12.0	5.0	0.1	298.15	
R00420	0.0	12.0	5.0	0.1	298.15	
R00421	19.6	12.3	5.0	0.1	298.15	
R00422	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00423	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00424	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00425	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00426	-24.7	3.7	5.0	0.1	298.15	
R00428	16.8	5.8	5.0	0.1	298.15	
R00429	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00430	36.5	2.8	5.0	0.1	298.15	
R00431	7.7	6.7	5.0	0.1	298.15	
R00432	-4.8	0.9	5.0	0.1	298.15	
R00434	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00436	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00445	33.2	17.3	5.0	0.1	298.15	
R00446	47.8	5.6	5.0	0.1	298.15	
R00447	-104.7	9.9	5.0	0.1	298.15	
R00448	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00449	-469.6	10.6	5.0	0.1	298.15	
R00451	-28.7	7.3	5.0	0.1	298.15	
R00452	51.6	8.3	5.0	0.1	298.15	
R00453	-1.7	5.7	5.0	0.1	298.15	
R00454	-24.7	6.3	5.0	0.1	298.15	
R00457	-2.1	5.6	5.0	0.1	298.15	
R00458	5.1	6.3	5.0	0.1	298.15	
R00459	-34.0	17.2	5.0	0.1	298.15	
R00460	0.0	5.8	5.0	0.1	298.15	
R00461	-5.2	4.1	5.0	0.1	298.15	
R00462	-36.7	8.6	5.0	0.1	298.15	
R00463	21.7	9.1	5.0	0.1	298.15	
R00465	57.9	1.8	5.0	0.1	298.15	
R00466	-145.6	10.6	5.0	0.1	298.15	
R00468	7.2	2.6	5.0	0.1	298.15	
R00469	-41.5	9.6	5.0	0.1	298.15	
R00470	17.8	3.0	5.0	0.1	298.15	
R00471	15.4	4.4	5.0	0.1	298.15	
R00472	22.9	4.1	5.0	0.1	298.15	
R00473	11.2	5.8	5.0	0.1	298.15	
R00474	39.4	7.7	5.0	0.1	298.15	
R00475	-88.8	8.4	5.0	0.1	298.15	
R00476	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00477	18.6	7.3	5.0	0.1	298.15	
R00478	1.4	5.4	5.0	0.1	298.15	
R00479	7.4	2.7	5.0	0.1	298.15	
R00480	13.5	5.8	5.0	0.1	298.15	
R00481	-67.9	9.4	5.0	0.1	298.15	
R00482	-6.3	7.0	5.0	0.1	298.15	
R00483	-8.2	7.1	5.0	0.1	298.15	
R00484	-54.2	9.8	5.0	0.1	298.15	
R00485	-17.8	7.0	5.0	0.1	298.15	
R00486	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00487	-10.5	4.7	5.0	0.1	298.15	
R00488	-9.1	4.8	5.0	0.1	298.15	
R00489	-31.3	11.8	5.0	0.1	298.15	
R00490	15.1	0.9	5.0	0.1	298.15	
R00491	4.9	3.9	5.0	0.1	298.15	
R00493	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00494	-0.1	8.9	5.0	0.1	298.15	
R00497	-22.9	8.9	5.0	0.1	298.15	
R00499	-21.9	10.4	5.0	0.1	298.15	
R00501	18.8	5.0	5.0	0.1	298.15	
R00502	-8.3	3.6	5.0	0.1	298.15	
R00503	-7.1	4.4	5.0	0.1	298.15	
R00504	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00505	4.8	9.9	5.0	0.1	298.15	
R00507	-64.8	11.2	5.0	0.1	298.15	
R00508	-19.3	11.5	5.0	0.1	298.15	
R00509	-4.8	11.5	5.0	0.1	298.15	
R00510	-8.1	9.0	5.0	0.1	298.15	
R00511	-19.3	5.4	5.0	0.1	298.15	
R00512	-7.7	5.8	5.0	0.1	298.15	
R00513	-4.8	5.4	5.0	0.1	298.15	
R00514	-16.4	5.8	5.0	0.1	298.15	
R00515	-25.9	4.6	5.0	0.1	298.15	
R00516	-3.1	6.0	5.0	0.1	298.15	
R00517	-3.4	6.0	5.0	0.1	298.15	
R00518	-13.9	8.8	5.0	0.1	298.15	
R00519	-13.4	6.5	5.0	0.1	298.15	
R00521	-3.1	8.9	5.0	0.1	298.15	
R00522	-29.0	8.6	5.0	0.1	298.15	
R00524	-31.9	12.1	5.0	0.1	298.15	
R00525	-33.5	11.0	5.0	0.1	298.15	
R00526	-31.8	11.2	5.0	0.1	298.15	
R00527	-3.9	10.0	5.0	0.1	298.15	
R00528	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00529	38.3	2.3	5.0	0.1	298.15	
R00530	47.6	2.3	5.0	0.1	298.15	
R00531	-64.2	2.5	5.0	0.1	298.15	
R00532	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00533	-162.6	11.0	5.0	0.1	298.15	
R00534	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00535	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00536	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00537	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00538	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00539	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00540	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00542	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00543	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00544	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00545	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00546	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00547	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00548	-18.5	19.6	5.0	0.1	298.15	
R00549	-5.6	19.6	5.0	0.1	298.15	
R00550	-1.3	19.7	5.0	0.1	298.15	
R00551	-28.7	12.5	5.0	0.1	298.15	
R00552	-34.7	6.7	5.0	0.1	298.15	
R00554	16.5	1.1	5.0	0.1	298.15	
R00555	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00557	-1274.9	30.0	5.0	0.1	298.15	
R00558	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00559	-459.4	14.9	5.0	0.1	298.15	
R00562	44.3	5.8	5.0	0.1	298.15	
R00563	36.8	13.5	5.0	0.1	298.15	
R00565	-0.4	5.8	5.0	0.1	298.15	
R00566	-26.4	13.6	5.0	0.1	298.15	
R00567	7.3	12.0	5.0	0.1	298.15	
R00568	-30.6	4.8	5.0	0.1	298.15	
R00569	-24.3	4.5	5.0	0.1	298.15	
R00570	0.2	4.6	5.0	0.1	298.15	
R00571	6.5	4.8	5.0	0.1	298.15	
R00572	34.9	4.7	5.0	0.1	298.15	
R00573	-5.1	5.1	5.0	0.1	298.15	
R00574	5.9	10.2	5.0	0.1	298.15	
R00575	12.8	5.2	5.0	0.1	298.15	
R00576	-11.5	4.4	5.0	0.1	298.15	
R00577	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00578	-19.8	7.2	5.0	0.1	298.15	
R00579	7.7	6.4	5.0	0.1	298.15	
R00581	53.5	1.6	5.0	0.1	298.15	
R00582	-12.4	0.5	5.0	0.1	298.15	
R00584	-2.4	0.7	5.0	0.1	298.15	
R00585	4.0	1.5	5.0	0.1	298.15	
R00586	-7.3	5.8	5.0	0.1	298.15	
R00588	-4.3	3.4	5.0	0.1	298.15	
R00589	-0.9	5.9	5.0	0.1	298.15	
R00590	-3.6	3.5	5.0	0.1	298.15	
R00594	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00595	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00596	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00597	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00598	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00599	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00600	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00601	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00602	-292.3	9.2	5.0	0.1	298.15	
R00603	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00604	-20.0	3.9	5.0	0.1	298.15	
R00605	46.0	6.5	5.0	0.1	298.15	
R00606	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00608	-99.2	10.4	5.0	0.1	298.15	
R00609	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00610	-76.9	11.4	5.0	0.1	298.15	
R00611	nan	nan	5.0	0.1	298.15	uncertainty is too high
R00612	-69.2	11.9	5.0	0.1	298.15	
R00614	-66.1	8.4	5.0	0.1	298.15	
