!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='8.0' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R00081	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00082	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00083	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00084	-127.7	16.2	8.0	0.1	298.15	
R00085	-60.9	1.2	8.0	0.1	298.15	
R00086	-31.1	0.6	8.0	0.1	298.15	
R00087	-44.4	1.1	8.0	0.1	298.15	
R00088	-52.4	7.0	8.0	0.1	298.15	
R00089	2.6	2.0	8.0	0.1	298.15	
R00090	-320.8	6.4	8.0	0.1	298.15	
R00091	-11.8	29.7	8.0	0.1	298.15	
R00092	212.2	16.4	8.0	0.1	298.15	
R00093	43.9	1.8	8.0	0.1	298.15	
R00094	11.1	1.7	8.0	0.1	298.15	
R00095	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00097	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00099	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00100	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00101	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00102	-44.6	8.7	8.0	0.1	298.15	
R00103	-46.7	5.9	8.0	0.1	298.15	
R00104	-17.2	5.8	8.0	0.1	298.15	
R00105	-16.2	5.8	8.0	0.1	298.15	
R00106	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00107	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00108	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00109	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00111	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00112	-1.0	0.7	8.0	0.1	298.15	
R00113	-321.8	6.5	8.0	0.1	298.15	
R00114	44.9	1.9	8.0	0.1	298.15	
R00115	12.1	1.6	8.0	0.1	298.15	
R00118	-13.9	5.8	8.0	0.1	298.15	
R00119	-42.2	9.3	8.0	0.1	298.15	
R00120	-116.6	8.4	8.0	0.1	298.15	
R00122	-29.8	0.6	8.0	0.1	298.15	
R00123	-56.1	7.6	8.0	0.1	298.15	
R00125	-45.2	18.3	8.0	0.1	298.15	
R00126	14.1	18.3	8.0	0.1	298.15	
R00127	-1.3	0.3	8.0	0.1	298.15	
R00128	-37.2	5.8	8.0	0.1	298.15	
R00129	-60.0	13.5	8.0	0.1	298.15	
R00130	-2.0	5.8	8.0	0.1	298.15	
R00131	-19.1	9.0	8.0	0.1	298.15	
R00132	8.9	8.4	8.0	0.1	298.15	
R00134	-13.1	6.5	8.0	0.1	298.15	
R00137	2.3	5.8	8.0	0.1	298.15	
R00138	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00139	2.7	2.5	8.0	0.1	298.15	
R00140	-1.4	2.5	8.0	0.1	298.15	
R00141	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00143	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00145	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00146	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00148	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00149	-20.0	7.9	8.0	0.1	298.15	
R00150	11.1	7.8	8.0	0.1	298.15	
R00152	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00153	-110.1	7.2	8.0	0.1	298.15	
R00155	-26.6	6.3	8.0	0.1	298.15	
R00156	-2.7	2.5	8.0	0.1	298.15	
R00157	1.3	2.5	8.0	0.1	298.15	
R00158	-4.5	6.3	8.0	0.1	298.15	
R00159	-28.5	2.5	8.0	0.1	298.15	
R00160	-28.5	9.4	8.0	0.1	298.15	
R00161	-15.9	9.4	8.0	0.1	298.15	
R00162	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00164	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00165	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00166	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00167	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00168	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00169	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00170	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00172	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00173	-10.8	8.0	8.0	0.1	298.15	
R00174	-20.3	8.0	8.0	0.1	298.15	
R00175	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00177	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00178	-16.5	6.1	8.0	0.1	298.15	
R00179	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00180	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00181	-26.2	3.8	8.0	0.1	298.15	
R00182	-17.6	3.0	8.0	0.1	298.15	
R00183	-13.7	2.8	8.0	0.1	298.15	
R00184	-43.9	18.3	8.0	0.1	298.15	
R00185	-17.4	2.8	8.0	0.1	298.15	
R00187	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00188	-10.1	6.0	8.0	0.1	298.15	
R00189	-26.0	12.9	8.0	0.1	298.15	
R00190	21.3	2.6	8.0	0.1	298.15	
R00191	-47.1	2.2	8.0	0.1	298.15	
R00192	34.7	5.8	8.0	0.1	298.15	
R00193	-18.2	9.5	8.0	0.1	298.15	
R00194	-14.8	8.8	8.0	0.1	298.15	
R00195	-1.0	7.1	8.0	0.1	298.15	
R00196	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00197	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00198	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00199	-7.4	1.0	8.0	0.1	298.15	
R00200	22.4	0.8	8.0	0.1	298.15	
R00203	-40.5	4.1	8.0	0.1	298.15	
R00205	-39.5	4.1	8.0	0.1	298.15	
R00206	9.1	1.0	8.0	0.1	298.15	
R00207	-153.7	10.4	8.0	0.1	298.15	
R00208	-53.5	1.1	8.0	0.1	298.15	
R00209	-35.1	6.4	8.0	0.1	298.15	
R00210	-34.1	6.4	8.0	0.1	298.15	
R00211	-162.9	10.3	8.0	0.1	298.15	
R00212	21.0	3.0	8.0	0.1	298.15	
R00213	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00214	13.0	6.2	8.0	0.1	298.15	
R00215	22.2	10.3	8.0	0.1	298.15	
R00216	14.0	6.2	8.0	0.1	298.15	
R00217	-11.6	6.2	8.0	0.1	298.15	
R00218	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00219	17.3	8.5	8.0	0.1	298.15	
R00220	-28.6	1.8	8.0	0.1	298.15	
R00221	-27.7	5.8	8.0	0.1	298.15	
R00223	-28.8	3.5	8.0	0.1	298.15	
R00224	-12.6	6.5	8.0	0.1	298.15	
R00226	26.5	7.4	8.0	0.1	298.15	
R00227	-35.9	1.0	8.0	0.1	298.15	
R00228	-22.5	2.4	8.0	0.1	298.15	
R00229	4.7	0.8	8.0	0.1	298.15	
R00230	9.2	1.2	8.0	0.1	298.15	
R00233	-12.1	6.3	8.0	0.1	298.15	
R00234	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00235	-8.6	0.8	8.0	0.1	298.15	
R00236	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00237	9.2	15.3	8.0	0.1	298.15	
R00238	25.9	1.7	8.0	0.1	298.15	
R00239	26.9	4.5	8.0	0.1	298.15	
R00241	20.3	4.5	8.0	0.1	298.15	
R00243	32.1	0.6	8.0	0.1	298.15	
R00245	-55.0	3.9	8.0	0.1	298.15	
R00248	33.1	0.7	8.0	0.1	298.15	
R00250	-95.6	8.3	8.0	0.1	298.15	
R00251	-11.8	6.2	8.0	0.1	298.15	
R00253	-19.4	1.6	8.0	0.1	298.15	
R00254	44.0	9.5	8.0	0.1	298.15	
R00256	-11.8	1.7	8.0	0.1	298.15	
R00257	-37.7	13.1	8.0	0.1	298.15	
R00258	-0.3	1.1	8.0	0.1	298.15	
R00259	-33.4	6.4	8.0	0.1	298.15	
R00260	0.6	4.3	8.0	0.1	298.15	
R00261	-19.1	6.9	8.0	0.1	298.15	
R00262	-7.5	4.7	8.0	0.1	298.15	
R00263	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00264	-46.7	4.0	8.0	0.1	298.15	
R00265	-26.1	7.7	8.0	0.1	298.15	
R00267	6.4	6.3	8.0	0.1	298.15	
R00268	-9.8	7.7	8.0	0.1	298.15	
R00269	-0.0	4.7	8.0	0.1	298.15	
R00270	41.6	6.4	8.0	0.1	298.15	
R00271	-34.4	5.4	8.0	0.1	298.15	
R00272	-13.2	6.7	8.0	0.1	298.15	
R00273	-153.6	15.4	8.0	0.1	298.15	
R00274	-309.7	6.6	8.0	0.1	298.15	
R00275	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00276	177.8	11.7	8.0	0.1	298.15	
R00277	-97.5	9.0	8.0	0.1	298.15	
R00278	-114.1	8.4	8.0	0.1	298.15	
R00279	-96.2	9.3	8.0	0.1	298.15	
R00280	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00281	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00282	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00283	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00284	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00286	-30.4	4.3	8.0	0.1	298.15	
R00287	-40.7	7.5	8.0	0.1	298.15	
R00289	2.1	1.1	8.0	0.1	298.15	
R00291	2.9	1.6	8.0	0.1	298.15	
R00293	-56.1	10.7	8.0	0.1	298.15	
R00294	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00295	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00296	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00297	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00298	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00299	-22.5	0.9	8.0	0.1	298.15	
R00300	-9.1	2.2	8.0	0.1	298.15	
R00301	-10.2	4.1	8.0	0.1	298.15	
R00302	-126.8	8.9	8.0	0.1	298.15	
R00303	-8.6	0.9	8.0	0.1	298.15	
R00304	-16.1	1.6	8.0	0.1	298.15	
R00305	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00306	-12.9	3.7	8.0	0.1	298.15	
R00307	-0.1	0.6	8.0	0.1	298.15	
R00310	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00311	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00312	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00313	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00314	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00315	13.9	1.1	8.0	0.1	298.15	
R00316	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00317	-45.0	1.3	8.0	0.1	298.15	
R00318	-85.4	13.8	8.0	0.1	298.15	
R00319	-497.7	8.8	8.0	0.1	298.15	
R00320	28.5	1.3	8.0	0.1	298.15	
R00321	-23.1	4.6	8.0	0.1	298.15	
R00322	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00324	-62.2	4.1	8.0	0.1	298.15	
R00325	2.2	2.3	8.0	0.1	298.15	
R00326	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00327	-34.2	4.6	8.0	0.1	298.15	
R00328	-28.9	2.4	8.0	0.1	298.15	
R00329	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00330	-2.5	2.6	8.0	0.1	298.15	
R00331	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00332	-2.2	2.4	8.0	0.1	298.15	
R00333	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00334	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00335	-28.6	2.7	8.0	0.1	298.15	
R00336	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00337	-31.6	6.6	8.0	0.1	298.15	
R00338	-56.8	6.7	8.0	0.1	298.15	
R00339	-35.3	3.9	8.0	0.1	298.15	
R00340	-35.3	3.9	8.0	0.1	298.15	
R00341	10.7	6.2	8.0	0.1	298.15	
R00342	24.6	0.6	8.0	0.1	298.15	
R00343	25.6	0.9	8.0	0.1	298.15	
R00344	-9.0	1.4	8.0	0.1	298.15	
R00345	41.9	6.2	8.0	0.1	298.15	
R00346	25.4	6.2	8.0	0.1	298.15	
R00347	-26.5	4.3	8.0	0.1	298.15	
R00348	-7.3	5.0	8.0	0.1	298.15	
R00350	18.9	5.4	8.0	0.1	298.15	
R00351	40.5	0.9	8.0	0.1	298.15	
R00352	9.3	0.9	8.0	0.1	298.15	
R00353	-0.5	2.9	8.0	0.1	298.15	
R00354	15.5	15.3	8.0	0.1	298.15	
R00355	2.8	1.1	8.0	0.1	298.15	
R00357	-92.8	8.3	8.0	0.1	298.15	
R00359	-97.7	9.1	8.0	0.1	298.15	
R00360	-103.1	8.3	8.0	0.1	298.15	
R00361	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00362	4.6	0.9	8.0	0.1	298.15	
R00363	5.7	5.8	8.0	0.1	298.15	
R00364	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00365	40.2	3.2	8.0	0.1	298.15	
R00366	-87.5	8.8	8.0	0.1	298.15	
R00367	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00368	26.7	7.8	8.0	0.1	298.15	
R00369	-8.4	3.3	8.0	0.1	298.15	
R00371	34.4	4.1	8.0	0.1	298.15	
R00372	8.1	3.2	8.0	0.1	298.15	
R00373	5.2	3.2	8.0	0.1	298.15	
R00374	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00380	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00383	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00384	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00385	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00387	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00388	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00389	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00390	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00391	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00392	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00393	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00394	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00395	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00396	31.8	1.1	8.0	0.1	298.15	
R00397	-8.5	6.3	8.0	0.1	298.15	
R00398	29.9	5.8	8.0	0.1	298.15	
R00399	34.5	7.2	8.0	0.1	298.15	
R00400	-3.1	1.4	8.0	0.1	298.15	
R00401	-0.0	2.0	8.0	0.1	298.15	
R00402	57.4	4.1	8.0	0.1	298.15	
R00405	-0.8	2.6	8.0	0.1	298.15	
R00406	-4.8	7.4	8.0	0.1	298.15	
R00407	-30.4	2.7	8.0	0.1	298.15	
R00408	51.8	7.1	8.0	0.1	298.15	
R00409	9.4	5.9	8.0	0.1	298.15	
R00410	11.2	1.3	8.0	0.1	298.15	
R00411	-2.7	7.0	8.0	0.1	298.15	
R00412	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00414	-28.5	6.6	8.0	0.1	298.15	
R00416	-1.5	7.3	8.0	0.1	298.15	
R00417	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00418	0.0	12.0	8.0	0.1	298.15	
R00420	0.0	12.0	8.0	0.1	298.15	
R00421	-34.6	12.3	8.0	0.1	298.15	
R00422	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00423	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00424	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00425	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00426	-41.0	3.7	8.0	0.1	298.15	
R00428	0.7	5.8	8.0	0.1	298.15	
R00429	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00430	24.9	2.8	8.0	0.1	298.15	
R00431	13.2	6.7	8.0	0.1	298.15	
R00432	1.8	0.9	8.0	0.1	298.15	
R00434	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00436	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00445	15.7	17.3	8.0	0.1	298.15	
R00446	29.9	5.6	8.0	0.1	298.15	
R00447	-105.0	9.9	8.0	0.1	298.15	
R00448	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00449	-469.6	10.6	8.0	0.1	298.15	
R00451	-11.4	7.3	8.0	0.1	298.15	
R00452	34.2	8.3	8.0	0.1	298.15	
R00453	-2.0	5.7	8.0	0.1	298.15	
R00454	-29.4	6.3	8.0	0.1	298.15	
R00457	-2.2	5.6	8.0	0.1	298.15	
R00458	-6.5	6.3	8.0	0.1	298.15	
R00459	-102.4	17.2	8.0	0.1	298.15	
R00460	0.0	5.8	8.0	0.1	298.15	
R00461	-4.5	4.1	8.0	0.1	298.15	
R00462	-19.5	8.6	8.0	0.1	298.15	
R00463	18.0	9.1	8.0	0.1	298.15	
R00465	39.9	1.8	8.0	0.1	298.15	
R00466	-162.6	10.6	8.0	0.1	298.15	
R00468	-13.0	2.6	8.0	0.1	298.15	
R00469	-14.2	9.6	8.0	0.1	298.15	
R00470	17.8	3.0	8.0	0.1	298.15	
R00471	15.4	4.4	8.0	0.1	298.15	
R00472	38.6	4.1	8.0	0.1	298.15	
R00473	13.0	5.8	8.0	0.1	298.15	
R00474	22.3	7.7	8.0	0.1	298.15	
R00475	-88.8	8.4	8.0	0.1	298.15	
R00476	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00477	18.4	7.3	8.0	0.1	298.15	
R00478	1.7	5.4	8.0	0.1	298.15	
R00479	8.7	2.7	8.0	0.1	298.15	
R00480	17.5	5.8	8.0	0.1	298.15	
R00481	-69.0	9.4	8.0	0.1	298.15	
R00482	-14.5	7.0	8.0	0.1	298.15	
R00483	-27.8	7.1	8.0	0.1	298.15	
R00484	-20.5	9.8	8.0	0.1	298.15	
R00485	-16.7	7.0	8.0	0.1	298.15	
R00486	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00487	-23.5	4.7	8.0	0.1	298.15	
R00488	-12.3	4.8	8.0	0.1	298.15	
R00489	-15.2	11.8	8.0	0.1	298.15	
R00490	13.8	0.9	8.0	0.1	298.15	
R00491	4.9	3.9	8.0	0.1	298.15	
R00493	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00494	-3.6	8.9	8.0	0.1	298.15	
R00497	-29.5	8.9	8.0	0.1	298.15	
R00499	-34.6	10.4	8.0	0.1	298.15	
R00501	-34.5	5.0	8.0	0.1	298.15	
R00502	-0.8	3.6	8.0	0.1	298.15	
R00503	-15.3	4.4	8.0	0.1	298.15	
R00504	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00505	4.8	9.9	8.0	0.1	298.15	
R00507	-95.2	11.2	8.0	0.1	298.15	
R00508	-12.1	11.5	8.0	0.1	298.15	
R00509	-19.0	11.5	8.0	0.1	298.15	
R00510	-13.6	9.0	8.0	0.1	298.15	
R00511	-14.9	5.4	8.0	0.1	298.15	
R00512	-2.0	5.8	8.0	0.1	298.15	
R00513	-16.3	5.4	8.0	0.1	298.15	
R00514	-29.1	5.8	8.0	0.1	298.15	
R00515	-43.3	4.6	8.0	0.1	298.15	
R00516	-13.6	6.0	8.0	0.1	298.15	
R00517	-13.8	6.0	8.0	0.1	298.15	
R00518	-7.5	8.8	8.0	0.1	298.15	
R00519	-14.1	6.5	8.0	0.1	298.15	
R00521	-19.4	8.9	8.0	0.1	298.15	
R00522	-11.8	8.6	8.0	0.1	298.15	
R00524	-31.9	12.1	8.0	0.1	298.15	
R00525	-33.5	11.0	8.0	0.1	298.15	
R00526	-31.7	11.2	8.0	0.1	298.15	
R00527	-19.9	10.0	8.0	0.1	298.15	
R00528	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00529	48.7	2.3	8.0	0.1	298.15	
R00530	63.3	2.3	8.0	0.1	298.15	
R00531	-93.1	2.5	8.0	0.1	298.15	
R00532	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00533	-173.1	11.0	8.0	0.1	298.15	
R00534	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00535	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00536	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00537	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00538	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00539	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00540	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00542	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00543	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00544	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00545	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00546	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00547	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00548	-33.3	19.6	8.0	0.1	298.15	
R00549	2.2	19.6	8.0	0.1	298.15	
R00550	17.3	19.7	8.0	0.1	298.15	
R00551	-28.6	12.5	8.0	0.1	298.15	
R00552	-35.0	6.7	8.0	0.1	298.15	
R00554	0.8	1.1	8.0	0.1	298.15	
R00555	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00557	-1255.3	30.0	8.0	0.1	298.15	
R00558	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00559	-459.2	14.9	8.0	0.1	298.15	
R00562	28.2	5.8	8.0	0.1	298.15	
R00563	19.8	13.5	8.0	0.1	298.15	
R00565	-0.1	5.8	8.0	0.1	298.15	
R00566	-9.2	13.6	8.0	0.1	298.15	
R00567	7.3	12.0	8.0	0.1	298.15	
R00568	-24.9	4.8	8.0	0.1	298.15	
R00569	-30.6	4.5	8.0	0.1	298.15	
R00570	-0.5	4.6	8.0	0.1	298.15	
R00571	-6.3	4.8	8.0	0.1	298.15	
R00572	22.9	4.7	8.0	0.1	298.15	
R00573	-18.0	5.1	8.0	0.1	298.15	
R00574	0.3	10.2	8.0	0.1	298.15	
R00575	-21.3	5.2	8.0	0.1	298.15	
R00576	-11.5	4.4	8.0	0.1	298.15	
R00577	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00578	-39.5	7.2	8.0	0.1	298.15	
R00579	7.7	6.4	8.0	0.1	298.15	
R00581	36.1	1.6	8.0	0.1	298.15	
R00582	-10.1	0.5	8.0	0.1	298.15	
R00584	-6.4	0.7	8.0	0.1	298.15	
R00585	4.3	1.5	8.0	0.1	298.15	
R00586	-7.3	5.8	8.0	0.1	298.15	
R00588	-4.1	3.4	8.0	0.1	298.15	
R00589	-0.9	5.9	8.0	0.1	298.15	
R00590	-4.0	3.5	8.0	0.1	298.15	
R00594	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00595	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00596	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00597	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00598	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00599	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00600	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00601	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00602	-292.3	9.2	8.0	0.1	298.15	
R00603	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00604	-54.4	3.9	8.0	0.1	298.15	
R00605	28.5	6.5	8.0	0.1	298.15	
R00606	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00608	-99.2	10.4	8.0	0.1	298.15	
R00609	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00610	-77.1	11.4	8.0	0.1	298.15	
R00611	nan	nan	8.0	0.1	298.15	uncertainty is too high
R00612	-69.2	11.9	8.0	0.1	298.15	
