!!SBtab DocumentName=' TableType='Reaction' TableName=' Document=' Unit=' SBtabVersion='1.0' Date='2018-10-17' pH='7.5' ionic_strength='0.1' pMg='14.0'
!Identifiers:kegg.reaction	!dG'0 (kJ/mol):Mean	!dG'0 (kJ/mol):Std	!pH	!ionic strength (M)	!temperature (K)	!Comment
R00095	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00097	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00099	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00100	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00101	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00102	-39.4	8.7	7.5	0.1	298.15	
R00103	-41.2	5.9	7.5	0.1	298.15	
R00104	-14.4	5.8	7.5	0.1	298.15	
R00105	-13.5	5.8	7.5	0.1	298.15	
R00106	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00107	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00108	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00109	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00111	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00112	-1.0	0.7	7.5	0.1	298.15	
R00113	-324.6	6.5	7.5	0.1	298.15	
R00114	47.5	1.9	7.5	0.1	298.15	
R00115	14.6	1.6	7.5	0.1	298.15	
R00118	-14.1	5.8	7.5	0.1	298.15	
R00119	-37.1	9.3	7.5	0.1	298.15	
R00120	-117.0	8.4	7.5	0.1	298.15	
R00122	-26.8	0.6	7.5	0.1	298.15	
R00123	-58.8	7.6	7.5	0.1	298.15	
R00125	-40.1	18.3	7.5	0.1	298.15	
R00126	11.5	18.3	7.5	0.1	298.15	
R00127	-1.7	0.3	7.5	0.1	298.15	
R00128	-34.6	5.8	7.5	0.1	298.15	
R00129	-57.4	13.5	7.5	0.1	298.15	
R00130	0.9	5.8	7.5	0.1	298.15	
R00131	-24.4	9.0	7.5	0.1	298.15	
R00132	6.0	8.4	7.5	0.1	298.15	
R00134	-13.1	6.5	7.5	0.1	298.15	
R00137	2.0	5.8	7.5	0.1	298.15	
R00138	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00139	2.7	2.5	7.5	0.1	298.15	
R00140	-1.0	2.5	7.5	0.1	298.15	
R00141	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00143	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00145	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00146	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00148	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00149	-9.6	7.9	7.5	0.1	298.15	
R00150	19.0	7.8	7.5	0.1	298.15	
R00152	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00153	-121.0	7.2	7.5	0.1	298.15	
R00155	-23.9	6.3	7.5	0.1	298.15	
R00156	-2.6	2.5	7.5	0.1	298.15	
R00157	0.9	2.5	7.5	0.1	298.15	
R00158	-4.6	6.3	7.5	0.1	298.15	
R00159	-26.0	2.5	7.5	0.1	298.15	
R00160	-25.7	9.4	7.5	0.1	298.15	
R00161	-13.4	9.4	7.5	0.1	298.15	
R00162	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00164	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00165	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00166	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00167	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00168	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00169	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00170	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00172	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00173	-11.6	8.0	7.5	0.1	298.15	
R00174	-17.0	8.0	7.5	0.1	298.15	
R00175	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00177	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00178	-19.4	6.1	7.5	0.1	298.15	
R00179	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00180	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00181	-28.8	3.8	7.5	0.1	298.15	
R00182	-17.6	3.0	7.5	0.1	298.15	
R00183	-13.8	2.8	7.5	0.1	298.15	
R00184	-38.4	18.3	7.5	0.1	298.15	
R00185	-14.7	2.8	7.5	0.1	298.15	
R00187	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00188	-10.3	6.0	7.5	0.1	298.15	
R00189	-20.9	12.9	7.5	0.1	298.15	
R00190	18.9	2.6	7.5	0.1	298.15	
R00191	-44.2	2.2	7.5	0.1	298.15	
R00192	34.7	5.8	7.5	0.1	298.15	
R00193	-20.8	9.5	7.5	0.1	298.15	
R00194	-14.8	8.8	7.5	0.1	298.15	
R00195	-3.3	7.1	7.5	0.1	298.15	
R00196	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00197	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00198	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00199	-1.7	1.0	7.5	0.1	298.15	
R00200	25.1	0.8	7.5	0.1	298.15	
R00203	-34.8	4.1	7.5	0.1	298.15	
R00205	-33.8	4.1	7.5	0.1	298.15	
R00206	14.5	1.0	7.5	0.1	298.15	
R00207	-156.4	10.4	7.5	0.1	298.15	
R00208	-53.7	1.1	7.5	0.1	298.15	
R00209	-35.3	6.4	7.5	0.1	298.15	
R00210	-34.3	6.4	7.5	0.1	298.15	
R00211	-165.9	10.3	7.5	0.1	298.15	
R00212	21.2	3.0	7.5	0.1	298.15	
R00213	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00214	13.0	6.2	7.5	0.1	298.15	
R00215	22.2	10.3	7.5	0.1	298.15	
R00216	14.0	6.2	7.5	0.1	298.15	
R00217	-14.5	6.2	7.5	0.1	298.15	
R00218	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00219	20.2	8.5	7.5	0.1	298.15	
R00220	-28.6	1.8	7.5	0.1	298.15	
R00221	-27.7	5.8	7.5	0.1	298.15	
R00223	-28.9	3.5	7.5	0.1	298.15	
R00224	-15.5	6.5	7.5	0.1	298.15	
R00226	29.4	7.4	7.5	0.1	298.15	
R00227	-32.9	1.0	7.5	0.1	298.15	
R00228	-19.8	2.4	7.5	0.1	298.15	
R00229	4.3	0.8	7.5	0.1	298.15	
R00230	9.4	1.2	7.5	0.1	298.15	
R00233	-14.9	6.3	7.5	0.1	298.15	
R00234	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00235	-6.3	0.8	7.5	0.1	298.15	
R00236	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00237	9.2	15.3	7.5	0.1	298.15	
R00238	26.1	1.7	7.5	0.1	298.15	
R00239	26.8	4.5	7.5	0.1	298.15	
R00241	22.6	4.5	7.5	0.1	298.15	
R00243	35.0	0.6	7.5	0.1	298.15	
R00245	-49.4	3.9	7.5	0.1	298.15	
R00248	36.0	0.7	7.5	0.1	298.15	
R00250	-95.5	8.3	7.5	0.1	298.15	
R00251	-9.1	6.2	7.5	0.1	298.15	
R00253	-17.0	1.6	7.5	0.1	298.15	
R00254	49.4	9.5	7.5	0.1	298.15	
R00256	-11.5	1.7	7.5	0.1	298.15	
R00257	-32.4	13.1	7.5	0.1	298.15	
R00258	-0.2	1.1	7.5	0.1	298.15	
R00259	-30.5	6.4	7.5	0.1	298.15	
R00260	0.6	4.3	7.5	0.1	298.15	
R00261	-22.1	6.9	7.5	0.1	298.15	
R00262	-7.4	4.7	7.5	0.1	298.15	
R00263	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00264	-41.0	4.0	7.5	0.1	298.15	
R00265	-26.2	7.7	7.5	0.1	298.15	
R00267	6.4	6.3	7.5	0.1	298.15	
R00268	-12.6	7.7	7.5	0.1	298.15	
R00269	0.2	4.7	7.5	0.1	298.15	
R00270	41.4	6.4	7.5	0.1	298.15	
R00271	-31.4	5.4	7.5	0.1	298.15	
R00272	-16.0	6.7	7.5	0.1	298.15	
R00273	-159.3	15.4	7.5	0.1	298.15	
R00274	-310.0	6.6	7.5	0.1	298.15	
R00275	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00276	177.8	11.7	7.5	0.1	298.15	
R00277	-97.2	9.0	7.5	0.1	298.15	
R00278	-112.2	8.4	7.5	0.1	298.15	
R00279	-96.2	9.3	7.5	0.1	298.15	
R00280	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00281	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00282	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00283	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00284	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00286	-21.7	4.3	7.5	0.1	298.15	
R00287	-35.1	7.5	7.5	0.1	298.15	
R00289	1.5	1.1	7.5	0.1	298.15	
R00291	2.9	1.6	7.5	0.1	298.15	
R00293	-56.1	10.7	7.5	0.1	298.15	
R00294	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00295	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00296	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00297	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00298	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00299	-19.8	0.9	7.5	0.1	298.15	
R00300	-6.3	2.2	7.5	0.1	298.15	
R00301	-7.3	4.1	7.5	0.1	298.15	
R00302	-126.6	8.9	7.5	0.1	298.15	
R00303	-8.8	0.9	7.5	0.1	298.15	
R00304	-16.2	1.6	7.5	0.1	298.15	
R00305	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00306	-12.9	3.7	7.5	0.1	298.15	
R00307	-0.1	0.6	7.5	0.1	298.15	
R00310	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00311	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00312	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00313	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00314	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00315	13.7	1.1	7.5	0.1	298.15	
R00316	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00317	-42.3	1.3	7.5	0.1	298.15	
R00318	-84.1	13.8	7.5	0.1	298.15	
R00319	-497.7	8.8	7.5	0.1	298.15	
R00320	26.0	1.3	7.5	0.1	298.15	
R00321	-22.9	4.6	7.5	0.1	298.15	
R00322	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00324	-59.9	4.1	7.5	0.1	298.15	
R00325	2.2	2.3	7.5	0.1	298.15	
R00326	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00327	-31.3	4.6	7.5	0.1	298.15	
R00328	-26.0	2.4	7.5	0.1	298.15	
R00329	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00330	-2.5	2.6	7.5	0.1	298.15	
R00331	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00332	-2.6	2.4	7.5	0.1	298.15	
R00333	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00334	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00335	-26.1	2.7	7.5	0.1	298.15	
R00336	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00337	-29.0	6.6	7.5	0.1	298.15	
R00338	-53.9	6.7	7.5	0.1	298.15	
R00339	-35.3	3.9	7.5	0.1	298.15	
R00340	-35.3	3.9	7.5	0.1	298.15	
R00341	10.6	6.2	7.5	0.1	298.15	
R00342	27.5	0.6	7.5	0.1	298.15	
R00343	28.5	0.9	7.5	0.1	298.15	
R00344	-6.4	1.4	7.5	0.1	298.15	
R00345	39.2	6.2	7.5	0.1	298.15	
R00346	22.9	6.2	7.5	0.1	298.15	
R00347	-26.6	4.3	7.5	0.1	298.15	
R00348	-7.1	5.0	7.5	0.1	298.15	
R00350	18.9	5.4	7.5	0.1	298.15	
R00351	37.5	0.9	7.5	0.1	298.15	
R00352	8.9	0.9	7.5	0.1	298.15	
R00353	-0.5	2.9	7.5	0.1	298.15	
R00354	15.5	15.3	7.5	0.1	298.15	
R00355	2.9	1.1	7.5	0.1	298.15	
R00357	-92.7	8.3	7.5	0.1	298.15	
R00359	-97.6	9.1	7.5	0.1	298.15	
R00360	-103.1	8.3	7.5	0.1	298.15	
R00361	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00362	4.6	0.9	7.5	0.1	298.15	
R00363	5.7	5.8	7.5	0.1	298.15	
R00364	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00365	43.1	3.2	7.5	0.1	298.15	
R00366	-87.5	8.8	7.5	0.1	298.15	
R00367	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00368	29.2	7.8	7.5	0.1	298.15	
R00369	-8.3	3.3	7.5	0.1	298.15	
R00371	36.8	4.1	7.5	0.1	298.15	
R00372	8.1	3.2	7.5	0.1	298.15	
R00373	5.2	3.2	7.5	0.1	298.15	
R00374	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00380	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00383	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00384	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00385	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00387	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00388	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00389	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00390	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00391	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00392	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00393	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00394	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00395	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00396	34.8	1.1	7.5	0.1	298.15	
R00397	-11.4	6.3	7.5	0.1	298.15	
R00398	32.3	5.8	7.5	0.1	298.15	
R00399	34.8	7.2	7.5	0.1	298.15	
R00400	-3.1	1.4	7.5	0.1	298.15	
R00401	-0.0	2.0	7.5	0.1	298.15	
R00402	60.3	4.1	7.5	0.1	298.15	
R00405	-1.2	2.6	7.5	0.1	298.15	
R00406	-4.8	7.4	7.5	0.1	298.15	
R00407	-27.4	2.7	7.5	0.1	298.15	
R00408	49.0	7.1	7.5	0.1	298.15	
R00409	9.4	5.9	7.5	0.1	298.15	
R00410	11.2	1.3	7.5	0.1	298.15	
R00411	-2.6	7.0	7.5	0.1	298.15	
R00412	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00414	-25.7	6.6	7.5	0.1	298.15	
R00416	-2.1	7.3	7.5	0.1	298.15	
R00417	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00418	0.0	12.0	7.5	0.1	298.15	
R00420	0.0	12.0	7.5	0.1	298.15	
R00421	-25.9	12.3	7.5	0.1	298.15	
R00422	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00423	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00424	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00425	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00426	-35.8	3.7	7.5	0.1	298.15	
R00428	4.9	5.8	7.5	0.1	298.15	
R00429	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00430	27.6	2.8	7.5	0.1	298.15	
R00431	13.1	6.7	7.5	0.1	298.15	
R00432	1.3	0.9	7.5	0.1	298.15	
R00434	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00436	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00445	18.7	17.3	7.5	0.1	298.15	
R00446	33.0	5.6	7.5	0.1	298.15	
R00447	-104.8	9.9	7.5	0.1	298.15	
R00448	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00449	-469.6	10.6	7.5	0.1	298.15	
R00451	-14.4	7.3	7.5	0.1	298.15	
R00452	36.6	8.3	7.5	0.1	298.15	
R00453	-1.8	5.7	7.5	0.1	298.15	
R00454	-26.7	6.3	7.5	0.1	298.15	
R00457	-2.0	5.6	7.5	0.1	298.15	
R00458	-6.2	6.3	7.5	0.1	298.15	
R00459	-91.1	17.2	7.5	0.1	298.15	
R00460	0.0	5.8	7.5	0.1	298.15	
R00461	-4.6	4.1	7.5	0.1	298.15	
R00462	-22.4	8.6	7.5	0.1	298.15	
R00463	18.1	9.1	7.5	0.1	298.15	
R00465	42.7	1.8	7.5	0.1	298.15	
R00466	-159.7	10.6	7.5	0.1	298.15	
R00468	-10.3	2.6	7.5	0.1	298.15	
R00469	-19.4	9.6	7.5	0.1	298.15	
R00470	17.8	3.0	7.5	0.1	298.15	
R00471	15.4	4.4	7.5	0.1	298.15	
R00472	35.6	4.1	7.5	0.1	298.15	
R00473	13.0	5.8	7.5	0.1	298.15	
R00474	25.2	7.7	7.5	0.1	298.15	
R00475	-88.8	8.4	7.5	0.1	298.15	
R00476	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00477	18.4	7.3	7.5	0.1	298.15	
R00478	1.5	5.4	7.5	0.1	298.15	
R00479	8.7	2.7	7.5	0.1	298.15	
R00480	18.4	5.8	7.5	0.1	298.15	
R00481	-69.1	9.4	7.5	0.1	298.15	
R00482	-12.1	7.0	7.5	0.1	298.15	
R00483	-22.7	7.1	7.5	0.1	298.15	
R00484	-25.9	9.8	7.5	0.1	298.15	
R00485	-16.4	7.0	7.5	0.1	298.15	
R00486	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00487	-20.7	4.7	7.5	0.1	298.15	
R00488	-12.2	4.8	7.5	0.1	298.15	
R00489	-18.1	11.8	7.5	0.1	298.15	
R00490	13.9	0.9	7.5	0.1	298.15	
R00491	5.0	3.9	7.5	0.1	298.15	
R00493	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00494	-3.4	8.9	7.5	0.1	298.15	
R00497	-27.1	8.9	7.5	0.1	298.15	
R00499	-31.8	10.4	7.5	0.1	298.15	
R00501	-25.8	5.0	7.5	0.1	298.15	
R00502	-1.4	3.6	7.5	0.1	298.15	
R00503	-12.5	4.4	7.5	0.1	298.15	
R00504	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00505	4.8	9.9	7.5	0.1	298.15	
R00507	-89.5	11.2	7.5	0.1	298.15	
R00508	-12.3	11.5	7.5	0.1	298.15	
R00509	-16.3	11.5	7.5	0.1	298.15	
R00510	-12.8	9.0	7.5	0.1	298.15	
R00511	-15.0	5.4	7.5	0.1	298.15	
R00512	-2.4	5.8	7.5	0.1	298.15	
R00513	-13.5	5.4	7.5	0.1	298.15	
R00514	-26.2	5.8	7.5	0.1	298.15	
R00515	-38.0	4.6	7.5	0.1	298.15	
R00516	-11.0	6.0	7.5	0.1	298.15	
R00517	-11.0	6.0	7.5	0.1	298.15	
R00518	-7.6	8.8	7.5	0.1	298.15	
R00519	-14.1	6.5	7.5	0.1	298.15	
R00521	-16.4	8.9	7.5	0.1	298.15	
R00522	-14.6	8.6	7.5	0.1	298.15	
R00524	-31.7	12.1	7.5	0.1	298.15	
R00525	-33.4	11.0	7.5	0.1	298.15	
R00526	-31.6	11.2	7.5	0.1	298.15	
R00527	-17.0	10.0	7.5	0.1	298.15	
R00528	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00529	48.3	2.3	7.5	0.1	298.15	
R00530	60.6	2.3	7.5	0.1	298.15	
R00531	-87.5	2.5	7.5	0.1	298.15	
R00532	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00533	-172.8	11.0	7.5	0.1	298.15	
R00534	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00535	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00536	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00537	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00538	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00539	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00540	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00542	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00543	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00544	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00545	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00546	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00547	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00548	-30.6	19.6	7.5	0.1	298.15	
R00549	2.0	19.6	7.5	0.1	298.15	
R00550	14.4	19.7	7.5	0.1	298.15	
R00551	-28.6	12.5	7.5	0.1	298.15	
R00552	-34.8	6.7	7.5	0.1	298.15	
R00554	3.6	1.1	7.5	0.1	298.15	
R00555	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00557	-1258.1	30.0	7.5	0.1	298.15	
R00558	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00559	-459.3	14.9	7.5	0.1	298.15	
R00562	30.2	5.8	7.5	0.1	298.15	
R00563	22.0	13.5	7.5	0.1	298.15	
R00565	-0.3	5.8	7.5	0.1	298.15	
R00566	-12.1	13.6	7.5	0.1	298.15	
R00567	7.3	12.0	7.5	0.1	298.15	
R00568	-24.7	4.8	7.5	0.1	298.15	
R00569	-28.1	4.5	7.5	0.1	298.15	
R00570	-0.5	4.6	7.5	0.1	298.15	
R00571	-3.8	4.8	7.5	0.1	298.15	
R00572	25.6	4.7	7.5	0.1	298.15	
R00573	-15.3	5.1	7.5	0.1	298.15	
R00574	2.7	10.2	7.5	0.1	298.15	
R00575	-13.4	5.2	7.5	0.1	298.15	
R00576	-11.5	4.4	7.5	0.1	298.15	
R00577	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00578	-34.2	7.2	7.5	0.1	298.15	
R00579	7.7	6.4	7.5	0.1	298.15	
R00581	38.9	1.6	7.5	0.1	298.15	
R00582	-10.2	0.5	7.5	0.1	298.15	
R00584	-6.1	0.7	7.5	0.1	298.15	
R00585	4.1	1.5	7.5	0.1	298.15	
R00586	-6.9	5.8	7.5	0.1	298.15	
R00588	-4.2	3.4	7.5	0.1	298.15	
R00589	-0.9	5.9	7.5	0.1	298.15	
R00590	-3.7	3.5	7.5	0.1	298.15	
R00594	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00595	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00596	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00597	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00598	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00599	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00600	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00601	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00602	-292.3	9.2	7.5	0.1	298.15	
R00603	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00604	-48.7	3.9	7.5	0.1	298.15	
R00605	31.4	6.5	7.5	0.1	298.15	
R00606	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00608	-99.2	10.4	7.5	0.1	298.15	
R00609	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00610	-77.0	11.4	7.5	0.1	298.15	
R00611	nan	nan	7.5	0.1	298.15	uncertainty is too high
R00612	-69.2	11.9	7.5	0.1	298.15	
